,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1112,38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4,No,11,3,1,7,3,5,2,1,4
1113,32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4,No,14,3,2,9,2,6,5,1,2
1114,48,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,8,No,12,3,4,10,2,8,2,7,6
1115,34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,1,No,13,3,3,1,1,1,0,0,0
1116,55,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,1,No,21,4,3,36,3,36,6,2,13
1117,34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,9,No,17,3,2,9,2,2,2,2,1
1118,26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,1,No,21,4,1,1,3,1,0,0,0
1119,38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,0,No,11,3,4,10,3,9,8,7,7
1120,38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,2,No,12,3,2,8,4,3,2,1,2
1121,36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6,No,13,3,1,15,3,1,0,0,0
1122,29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,1,Yes,18,3,4,10,3,10,9,1,5
1123,35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,3,Yes,16,3,3,10,3,5,2,0,4
1124,39,No,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,2,No,11,3,1,11,3,7,6,7,6
1125,29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,1,No,19,3,4,6,4,6,4,1,3
1126,50,No,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,4,Yes,16,3,3,27,3,1,0,0,0
1127,23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2,No,16,3,4,4,3,2,2,2,2
1128,36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,3,Yes,13,3,4,9,3,3,2,0,2
1129,42,No,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,8,No,22,4,4,24,3,1,0,0,1
1130,35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,1,No,17,3,4,10,2,10,9,6,8
1131,34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,1,No,14,3,2,8,2,8,2,7,7
1132,40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,1,No,15,3,3,5,3,5,4,1,2
1133,43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,5,No,12,3,3,8,3,6,4,0,2
1134,35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,1,No,18,3,4,1,2,1,0,0,1
1135,46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,1,No,15,3,2,27,1,26,0,0,12
1136,28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,1,Yes,17,3,3,1,3,1,1,0,0
1137,22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,1,Yes,14,3,2,4,2,4,2,1,3
1138,50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,2,Yes,15,3,3,32,3,30,8,12,13
1139,32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3,No,17,3,4,6,3,3,2,0,2
1140,44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,0,Yes,14,3,4,23,2,22,7,1,10
1141,30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,1,No,12,3,2,6,2,6,4,1,1
1142,45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,1,Yes,14,3,1,10,3,10,7,1,4
1143,45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,1,No,15,3,1,10,3,10,7,4,5
1144,31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,7,No,13,3,4,10,3,5,2,0,3
1145,36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,9,Yes,12,3,2,7,3,3,2,1,1
1146,34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,1,No,13,3,1,9,3,9,7,7,2
1147,49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,1,No,14,3,4,10,2,9,6,1,4
1148,39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,2,No,13,3,4,10,3,7,7,7,7
1149,27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,1,No,11,3,1,7,3,7,7,0,7
1150,35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,1,No,11,3,4,16,3,16,15,1,10
1151,28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,0,No,21,4,2,6,2,5,3,0,0
1152,21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,1,No,18,3,3,3,3,2,2,2,2
1153,18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1,Yes,12,3,3,0,4,0,0,0,0
1154,47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,3,No,11,3,3,27,3,5,2,1,0
1155,39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,0,No,15,3,4,11,3,10,8,0,7
1156,40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,1,No,13,3,4,18,3,18,15,14,12
1157,35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,1,No,12,3,4,15,3,14,11,2,9
1158,37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,3,No,17,3,1,9,2,4,3,0,2
1159,39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,0,No,13,3,4,10,1,9,2,3,8
1160,45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,1,No,19,3,1,10,3,10,7,3,9
1161,38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,3,Yes,19,3,4,10,4,5,4,0,2
1162,35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,9,No,17,3,3,15,3,13,12,6,0
1163,37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,1,No,11,3,1,8,1,8,4,7,7
1164,40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,6,Yes,15,3,4,18,2,4,2,3,3
1165,44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,4,Yes,11,3,3,14,3,10,7,0,2
1166,48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,2,No,25,4,2,23,3,2,2,2,2
1167,35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,6,Yes,14,3,4,7,2,2,2,2,2
1168,24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,1,Yes,13,3,3,6,3,6,3,1,3
1169,27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,7,No,17,3,1,5,3,3,2,0,2
1170,27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2,No,13,3,3,6,2,4,2,1,2
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,3,Yes,14,3,2,10,1,4,2,0,3
1172,29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,9,No,11,3,3,8,3,5,2,1,4
1173,36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,4,No,12,3,3,9,3,3,2,0,2
1174,25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,1,No,17,3,3,7,3,7,7,0,7
1175,39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,4,No,21,4,3,7,3,5,4,1,0
1176,49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,3,No,16,3,2,27,3,4,2,1,2
1177,50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,5,No,15,3,3,19,3,14,11,1,11
1178,20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,1,No,19,3,1,2,3,2,2,2,2
1179,34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,1,No,12,3,3,11,3,11,8,7,9
1180,36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2,No,11,3,3,15,3,4,3,1,3
1181,49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,2,Yes,19,3,2,30,3,15,11,2,12
1182,36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,0,No,15,3,3,4,3,3,2,1,2
1183,36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6,No,20,4,1,13,3,5,4,0,4
1184,54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,3,No,25,4,3,36,3,10,8,4,7
1185,43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,1,No,24,4,1,14,3,14,10,6,11
1186,35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,3,Yes,24,4,1,13,4,11,9,6,7
1187,38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,7,No,15,3,4,19,4,13,11,2,9
1188,29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,1,Yes,13,3,2,10,2,10,0,0,9
1189,33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,1,No,14,3,3,6,3,6,2,0,4
1190,32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,0,No,13,3,3,10,2,9,5,1,6
1191,31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,1,No,11,3,1,10,3,10,0,0,2
1192,49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,4,Yes,16,3,2,17,2,2,2,2,2
1193,38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,1,No,22,4,2,4,3,4,3,3,3
1194,47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,6,No,14,3,3,29,3,3,2,1,2
1195,49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,4,No,14,3,1,23,3,8,7,0,0
1196,41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,3,Yes,16,3,4,21,3,2,0,0,2
1197,20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,1,No,11,3,1,2,3,2,2,0,2
1198,33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,1,Yes,25,4,3,7,3,6,5,1,2
1199,36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,6,No,14,3,2,10,2,3,2,0,2
1200,44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,4,Yes,18,3,1,8,3,2,2,2,2
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,1,Yes,11,3,1,5,3,5,4,1,2
1202,38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,7,No,19,3,4,7,2,0,0,0,0
1203,53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3,No,15,3,3,11,3,4,3,1,2
1204,48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2,Yes,11,3,3,19,3,9,7,7,7
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1,No,12,3,1,1,3,1,0,0,0
1206,26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,1,No,20,4,3,7,3,7,7,5,7
1207,55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,5,No,12,3,4,8,3,4,2,1,2
1208,34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,1,No,14,3,3,15,4,15,10,4,13
1209,60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,3,No,20,4,3,19,4,1,0,0,0
1210,33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,1,No,18,3,4,14,3,14,11,2,13
1211,37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,1,No,14,3,3,6,2,6,3,1,3
1212,34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,1,No,12,3,2,10,3,10,9,8,7
1213,23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,1,Yes,21,4,2,3,3,3,2,0,2
1214,44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,1,Yes,19,3,2,9,3,8,7,6,7
1215,35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,0,Yes,14,3,3,6,4,5,4,1,4
1216,43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,1,Yes,17,3,1,10,3,10,9,8,8
1217,24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,1,No,16,3,4,5,3,5,3,0,4
1218,41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,1,No,12,3,2,10,3,10,8,8,7
1219,29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,9,No,17,3,3,9,3,5,3,1,2
1220,36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,3,No,15,3,3,17,2,13,7,6,7
1221,45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3,No,23,4,4,25,2,23,15,14,4
1222,24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1,No,11,3,3,1,3,1,0,0,0
1223,47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,7,No,11,3,3,25,1,23,5,14,10
1224,26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,1,No,15,3,3,3,4,3,2,0,2
1225,45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,1,No,11,3,3,21,3,21,6,8,6
1226,32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,6,No,13,3,1,10,2,5,2,1,3
1227,31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,1,No,14,3,4,6,4,5,2,0,3
1228,41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6,No,19,3,2,10,3,3,2,1,2
1229,40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,2,Yes,16,3,2,18,3,1,0,0,0
1230,24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,1,No,13,3,2,6,4,6,2,1,2
1231,46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,6,No,14,3,4,19,3,10,7,0,9
1232,35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,2,No,16,3,2,17,3,7,7,0,7
1233,30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,1,No,12,3,2,10,2,10,0,0,8
1234,47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,7,No,11,3,4,4,1,1,0,0,0
1235,46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,4,Yes,12,3,2,13,2,10,6,0,3
1236,36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,5,Yes,13,3,2,16,3,2,2,2,2
1237,32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6,No,15,3,2,10,3,0,0,0,0
1238,23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,1,No,13,3,3,3,1,3,2,1,2
1239,31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,2,No,20,4,4,9,2,5,4,1,4
1240,39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,1,Yes,15,3,4,9,3,9,8,5,8
1241,32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3,No,13,3,3,10,1,4,3,0,2
1242,40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,1,No,14,3,2,21,2,21,8,12,8
1243,45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,4,No,21,4,3,9,4,5,0,0,3
1244,30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,0,No,16,3,4,10,3,9,7,0,7
1245,24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,0,No,14,3,4,3,3,2,2,2,1
1246,30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,6,No,11,3,3,6,2,4,2,1,2
1247,31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,1,No,19,3,3,6,3,5,2,0,2
1248,27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,1,No,11,3,3,6,2,6,2,1,4
1249,29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,1,No,13,3,3,2,3,2,2,2,2
1250,29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,8,Yes,12,3,4,10,4,3,2,0,2
1251,30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,2,No,11,3,1,12,3,7,7,1,7
1252,34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,0,Yes,14,3,1,6,3,5,0,1,2
1253,33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,8,No,15,3,4,13,2,11,7,1,7
1254,49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,3,No,12,3,3,8,4,5,1,0,4
1255,33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,2,Yes,20,4,3,11,2,0,0,0,0
1256,38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,4,No,14,3,2,9,2,6,1,0,5
1257,31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,2,No,13,3,1,10,3,1,0,0,0
1258,29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,1,No,13,3,3,1,3,1,0,0,0
1259,30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,3,No,16,3,3,10,3,7,0,1,7
1260,32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2,No,14,3,2,12,3,7,7,0,7
1261,38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,3,Yes,16,3,3,15,3,1,0,1,0
1262,43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,9,Yes,16,3,4,6,3,1,0,0,0
1263,42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8,No,22,4,2,7,2,5,3,0,4
1264,55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,8,No,12,3,2,34,3,1,0,0,0
1265,33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,5,No,15,3,4,11,2,9,8,1,7
1266,41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,1,No,20,4,2,5,3,5,3,0,4
1267,34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,1,Yes,14,3,3,15,3,15,14,0,7
1268,53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,4,Yes,20,4,4,27,2,3,2,0,2
1269,43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,0,No,13,3,2,10,3,9,7,1,8
1270,34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,5,No,12,3,1,6,3,2,2,2,2
1271,21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,1,No,13,3,2,1,3,1,0,1,0
1272,38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,1,No,11,3,2,5,3,5,4,0,4
1273,22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,1,Yes,17,3,3,1,3,1,0,0,0
1274,31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,1,No,14,3,1,13,3,12,7,5,7
1275,51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,2,No,11,3,4,15,3,2,2,2,2
1276,37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,1,No,14,3,1,5,3,5,2,0,3
1277,46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,7,Yes,17,3,3,24,3,2,1,2,2
1278,36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,7,Yes,13,3,4,15,3,12,8,5,7
1279,44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,1,Yes,12,3,3,6,2,5,3,2,3
1280,37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,2,No,13,3,3,19,2,10,0,4,7
1281,35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,1,Yes,18,3,4,10,3,10,7,7,7
1282,33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,6,No,19,3,2,14,3,10,8,7,6
1283,28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,1,No,11,3,3,5,4,5,3,0,3
